,date_time,price_usd,srch_booking_window,srch_saturday_night_bool
606,2013-06-13 23:05:16,82.0,3,0
607,2013-03-20 08:38:45,87.0,52,1
608,2013-01-09 18:09:45,66.0,1,1
609,2013-01-07 11:18:02,116.0,39,1
610,2013-02-14 16:32:46,173.0,2,1
611,2012-11-13 16:27:35,116.0,178,1
612,2013-02-15 13:50:51,196.0,2,0
613,2012-12-16 08:39:04,66.0,35,0
614,2012-12-26 11:24:59,131.0,12,0
615,2013-04-11 14:37:32,67.0,74,0
616,2012-12-22 13:47:31,273.0,8,0
617,2013-03-17 20:18:46,86.0,25,1
618,2013-01-11 15:14:39,60.0,3,0
619,2012-11-16 21:03:15,46.0,3,0
620,2012-11-01 14:20:52,211.0,232,1
621,2013-02-10 23:59:31,77.0,45,0
622,2013-05-30 17:31:34,51.0,3,0
623,2013-02-26 22:32:52,89.0,2,1
624,2012-12-07 22:02:34,131.0,1,1
625,2013-01-18 15:28:35,61.0,2,0
626,2013-06-13 12:29:55,159.0,1,1
627,2013-01-30 13:56:14,170.0,93,1
628,2013-06-24 20:04:54,96.0,112,0
629,2013-02-28 09:42:49,148.0,225,1
630,2013-01-05 12:42:07,70.0,6,1
631,2013-01-30 22:30:58,61.0,14,0
632,2013-05-31 21:10:31,55.0,5,0
633,2013-01-09 16:40:45,66.0,11,0
634,2013-04-10 15:29:12,60.0,95,0
635,2013-01-09 08:58:39,44.0,138,0
636,2013-05-09 05:18:45,68.0,18,0
637,2013-02-12 12:33:23,71.0,111,0
638,2013-02-28 16:51:06,65.41,0,1
639,2013-06-25 21:56:29,140.0,24,1
640,2012-12-26 17:05:33,66.0,1,1
641,2013-06-07 15:28:19,179.0,21,1
642,2013-05-21 18:44:40,118.0,44,1
643,2013-04-09 14:35:48,50.0,7,0
644,2013-03-05 17:30:21,67.0,104,0
645,2012-11-07 14:07:01,71.0,16,0
646,2013-04-16 01:53:54,175.0,17,1
647,2013-04-23 15:30:38,174.0,9,1
648,2013-01-28 21:32:46,116.0,10,1
649,2013-06-11 23:41:12,154.0,3,1
650,2013-04-30 08:52:11,62.0,61,0
651,2013-01-02 09:29:25,74.0,42,0
652,2012-12-15 19:45:49,48.0,5,1
653,2013-06-24 14:17:37,209.0,11,1
654,2012-11-30 12:59:45,134.0,110,0
655,2013-03-20 20:13:52,128.0,38,1
656,2013-06-02 12:09:51,105.0,11,1
657,2012-12-31 09:05:16,73.0,4,1
658,2013-06-16 07:17:40,69.0,0,0
659,2013-03-15 00:07:39,185.0,28,1
660,2013-05-16 20:11:39,170.0,3,0
661,2012-12-01 13:18:50,76.0,25,0
662,2013-06-16 23:08:20,69.0,3,0
663,2013-04-22 15:29:05,59.0,6,0
664,2013-03-18 09:54:13,80.0,6,0
665,2013-05-27 10:09:07,93.0,40,1
666,2013-01-07 14:18:03,66.0,3,1
667,2013-03-31 16:56:10,50.0,1,0
668,2013-04-26 10:23:29,100.0,119,1
669,2013-02-27 06:44:27,68.0,28,0
670,2013-04-14 14:49:57,90.0,161,0
671,2012-12-17 11:03:03,81.0,5,1
672,2013-01-16 16:05:37,57.0,13,0
673,2012-11-02 01:40:12,98.0,19,0
674,2013-01-25 14:02:19,109.0,0,1
675,2012-11-23 12:02:30,238.0,45,0
676,2013-03-23 07:05:16,144.0,27,1
677,2013-01-07 22:39:53,52.0,182,0
678,2013-03-19 12:53:56,182.52,1,0
679,2012-11-22 22:37:10,73.0,50,1
680,2013-01-14 12:53:15,58.0,6,0
681,2013-02-05 13:04:18,145.0,3,1
682,2013-04-16 14:58:36,81.0,25,1
683,2013-03-07 15:47:48,138.0,22,1
684,2013-06-17 12:16:45,189.0,11,1
685,2012-12-28 13:57:48,120.0,1,1
686,2013-06-12 21:20:30,60.0,35,0
687,2013-05-13 09:20:19,268.0,39,1
688,2013-02-20 16:54:27,169.0,23,1
689,2013-04-13 20:09:00,58.0,86,0
690,2013-04-14 22:51:10,127.5,55,1
691,2013-06-20 10:46:51,87.0,54,0
692,2012-12-27 16:38:47,162.0,12,0
693,2013-02-14 19:59:43,186.0,50,1
694,2013-01-13 10:15:46,61.0,17,0
695,2013-04-24 21:12:15,100.0,50,1
696,2012-12-30 12:16:20,203.0,0,0
697,2012-12-23 00:48:51,100.0,56,0
698,2013-02-23 04:50:26,94.0,17,0
699,2012-11-27 14:06:43,136.0,11,1
700,2013-04-22 14:19:04,152.0,33,1
701,2012-12-19 10:00:54,106.0,37,1
702,2013-05-08 12:20:24,87.0,28,0
703,2013-05-16 08:47:46,66.0,40,0
704,2013-04-10 11:47:03,80.0,179,0
705,2012-12-21 18:19:34,76.0,5,0
706,2012-11-05 04:45:30,60.0,0,0
707,2013-03-01 12:17:02,90.0,4,0
708,2013-06-03 07:06:09,74.0,30,0
709,2013-06-14 22:31:14,87.0,32,0
710,2013-03-24 12:27:15,52.0,7,0
711,2012-11-26 02:54:47,76.0,58,0
712,2013-04-07 06:54:21,188.0,1,0
713,2012-12-09 22:21:53,87.0,33,1
714,2012-12-19 18:23:04,71.0,4,0
715,2013-01-03 12:25:19,113.0,98,1
716,2013-01-01 23:22:56,70.0,4,1
717,2013-01-25 19:27:29,92.0,36,1
718,2013-03-25 20:17:45,137.0,5,1
719,2012-11-29 17:13:58,166.0,72,1
720,2013-05-08 13:39:24,90.0,168,0
721,2013-03-13 12:02:31,130.0,17,1
722,2013-02-03 21:56:01,85.0,1,0
723,2013-03-04 18:00:40,178.0,16,0
724,2013-06-27 19:47:27,54.0,12,0
725,2013-02-17 10:31:13,62.0,171,0
726,2013-04-10 14:37:54,87.0,40,0
727,2012-11-26 22:12:03,57.0,25,1
728,2013-05-01 12:38:55,115.0,43,1
729,2013-05-09 13:11:12,145.0,29,1
730,2013-05-06 10:54:39,143.0,17,0
731,2013-02-14 13:06:12,62.0,73,0
732,2013-01-17 15:53:43,78.0,70,1
733,2012-12-19 11:40:17,68.0,2,1
734,2013-04-24 06:20:33,142.0,25,0
735,2013-02-09 15:01:59,131.0,21,1
736,2013-06-25 09:16:13,162.0,31,1
737,2013-02-25 10:32:25,105.0,4,1
738,2013-02-15 23:13:38,81.0,24,0
739,2013-02-16 17:03:42,62.0,8,0
740,2013-02-05 19:57:46,112.0,13,0
741,2013-01-02 21:03:38,116.0,38,1
742,2013-01-24 17:56:58,73.0,0,1
743,2012-11-04 21:30:33,141.0,12,1
744,2013-03-01 11:31:23,135.0,15,1
745,2013-06-21 10:45:23,149.0,8,1
746,2013-04-18 11:07:19,153.0,16,1
747,2012-11-11 14:04:26,88.0,74,1
748,2013-03-27 16:58:18,169.0,11,0
749,2013-06-11 16:59:47,78.0,179,1
750,2013-03-23 20:56:14,55.0,66,0
751,2013-05-09 23:20:57,60.0,3,0
752,2013-01-18 16:50:12,70.0,23,0
753,2013-04-08 20:55:23,143.0,3,1
754,2013-05-07 09:57:53,100.0,44,1
755,2013-04-29 21:24:17,188.0,32,1
756,2013-03-05 09:50:11,89.0,62,0
757,2013-05-05 14:23:06,210.0,12,1
758,2013-02-28 08:21:55,127.0,9,1
759,2013-04-17 17:49:23,63.0,53,0
760,2012-12-26 14:28:40,141.0,15,1
761,2012-12-09 16:04:54,39.0,8,0
762,2013-01-07 16:55:39,73.0,3,1
763,2013-01-17 17:35:51,102.0,288,1
764,2013-01-15 20:17:31,70.0,1,0
765,2013-05-29 17:36:58,81.0,21,0
766,2013-01-14 13:53:11,63.0,125,0
767,2013-04-28 22:12:39,101.0,3,0
768,2013-06-26 20:26:32,139.0,37,1
769,2013-05-22 16:41:24,118.0,71,1
770,2012-11-10 18:55:52,143.0,145,1
771,2012-11-21 19:54:37,48.0,31,1
772,2012-11-24 08:57:57,40.0,1,0
773,2013-05-06 09:31:38,201.0,25,1
774,2012-11-05 09:09:11,158.0,5,1
775,2013-02-04 08:50:00,165.0,11,1
776,2013-03-04 21:06:28,156.0,14,0
777,2012-11-15 22:12:54,59.0,38,0
778,2013-06-30 20:07:12,169.0,27,1
779,2013-06-10 23:19:06,154.0,4,1
780,2013-06-22 21:04:49,184.0,42,1
781,2013-06-14 14:01:32,69.0,5,0
782,2012-12-27 21:41:26,236.0,3,0
783,2013-06-06 16:10:10,64.0,12,0
784,2013-06-07 16:18:51,319.0,8,1
785,2012-11-01 15:53:42,107.0,21,1
786,2013-03-04 08:20:33,96.0,1,0
787,2012-11-15 12:44:01,56.0,38,0
788,2013-06-10 10:10:30,156.0,25,1
789,2012-11-15 22:15:19,94.0,8,1
790,2013-05-07 16:49:40,141.0,94,1
791,2013-02-07 13:55:06,85.0,33,0
792,2012-12-17 21:40:21,98.0,20,0
793,2013-05-18 09:09:28,125.0,47,1
794,2013-03-22 16:10:25,190.0,13,1
795,2012-12-19 14:05:55,114.0,44,1
796,2013-01-24 18:12:42,111.0,16,1
797,2013-02-11 12:50:31,146.0,5,1
798,2013-03-06 19:53:30,190.0,15,1
799,2013-02-09 07:44:22,167.0,6,1
800,2013-05-16 17:09:05,115.0,22,1
801,2013-05-01 12:03:20,46.0,228,0
802,2013-03-15 13:00:28,66.0,10,0
803,2013-05-07 20:22:07,118.0,4,1
804,2012-11-16 08:09:17,46.0,9,0
805,2013-03-15 18:50:10,81.0,110,0
806,2013-05-22 14:48:35,164.0,37,1
807,2012-11-28 20:50:25,108.0,2,1
808,2012-11-12 12:22:25,47.0,14,0
809,2013-05-15 11:39:46,213.0,9,1
810,2013-02-04 20:26:30,122.0,25,1
811,2012-11-04 14:08:09,66.0,31,0
812,2012-11-07 07:16:16,111.0,16,1
813,2013-02-26 12:45:35,94.0,14,0
814,2013-01-10 06:58:05,107.0,28,1
815,2013-05-27 02:43:54,56.0,17,1
816,2013-04-10 19:47:36,208.0,23,1
817,2012-11-30 13:19:11,50.0,3,0
818,2012-12-29 18:19:08,66.0,46,0
819,2012-12-26 15:38:23,94.0,2,1
820,2013-02-02 20:31:18,118.0,13,1
821,2012-12-16 19:18:22,39.0,4,1
822,2013-05-16 12:58:46,121.0,0,1
823,2013-06-05 12:35:56,49.0,1,1
824,2013-04-05 15:55:56,246.0,1,1
825,2013-04-26 01:51:16,176.0,23,0
826,2013-03-04 15:06:02,230.0,18,1
827,2013-04-08 09:55:21,128.0,32,1
828,2013-04-04 20:53:39,195.0,15,1
829,2013-04-29 15:36:36,66.0,58,0
830,2013-05-29 14:09:12,114.0,58,1
831,2013-06-24 17:02:54,176.0,39,1
832,2012-12-21 07:59:58,71.0,11,0
833,2013-03-24 11:01:06,62.0,8,0
834,2012-11-09 11:42:03,230.0,1,1
835,2013-03-14 19:33:43,66.0,47,0
836,2013-01-11 15:30:38,114.0,15,1
837,2012-12-03 21:58:10,72.0,19,1
838,2013-01-22 00:29:19,50.0,21,0
839,2013-01-04 12:47:56,70.0,7,1
840,2013-03-01 12:32:50,208.0,35,1
841,2013-05-15 11:06:34,71.0,40,0
842,2012-12-07 21:07:32,66.0,108,0
843,2013-02-17 19:47:18,65.0,36,0
844,2013-02-08 19:55:58,165.0,8,1
845,2013-01-27 15:29:12,94.0,1,0
846,2013-05-23 08:16:50,116.0,1,1
847,2013-04-19 19:41:09,185.0,62,1
848,2013-05-30 04:11:51,125.0,14,1
849,2012-11-06 15:40:15,220.0,4,1
850,2013-02-15 03:53:55,137.0,8,1
851,2013-04-15 15:29:57,272.0,4,1
852,2012-12-22 19:28:12,172.0,181,1
853,2013-02-25 05:32:40,62.0,63,0
854,2012-12-20 17:22:52,296.0,10,0
855,2013-06-13 10:26:01,66.0,47,0
856,2013-01-17 08:23:27,79.0,0,1
857,2013-05-14 19:18:26,223.0,11,1
858,2013-02-17 12:45:51,75.0,11,1
859,2013-05-08 16:53:23,92.0,18,0
860,2012-12-03 18:50:59,146.0,26,1
861,2012-11-16 17:35:24,66.0,35,1
862,2013-03-22 10:16:25,53.0,66,0
863,2013-05-12 23:46:14,120.0,3,0
864,2012-12-16 23:18:36,39.0,2,0
865,2012-11-19 23:05:21,80.0,3,1
866,2013-01-30 17:02:36,121.0,9,1
867,2013-04-09 09:17:19,196.0,3,1
868,2013-05-25 13:17:05,66.0,15,0
869,2013-02-02 20:25:31,123.0,20,1
870,2012-12-22 07:25:23,273.0,8,0
871,2013-01-25 09:36:21,144.0,49,1
872,2013-05-10 10:03:02,60.0,17,0
873,2013-03-08 15:32:43,90.0,2,0
874,2012-12-19 16:30:21,99.15,9,1
875,2012-12-14 08:17:29,39.0,4,0
876,2012-11-24 12:44:15,140.0,34,0
877,2013-03-30 15:25:31,50.0,59,0
878,2013-06-05 20:01:32,60.0,21,0
879,2013-01-15 18:02:42,102.0,74,1
880,2013-06-17 20:59:17,62.0,1,0
881,2013-02-16 09:04:56,106.0,98,0
882,2012-11-19 08:23:42,56.0,2,0
883,2013-02-18 16:25:24,94.0,3,1
884,2013-01-23 19:01:41,105.0,52,1
885,2013-05-14 12:33:00,60.0,22,0
886,2013-06-10 12:47:19,88.0,3,1
887,2012-11-21 23:26:36,134.0,10,1
888,2013-02-08 12:25:51,155.0,0,1
889,2013-04-16 23:15:11,126.0,37,0
890,2013-03-14 08:53:42,250.0,8,1
891,2012-11-26 18:47:38,44.0,28,0
892,2013-06-30 07:03:56,152.0,11,1
893,2012-12-02 18:51:08,75.0,19,1
894,2012-12-28 15:37:06,298.0,11,0
895,2013-01-20 13:13:39,68.0,159,0
896,2013-04-14 09:01:23,82.0,100,0
897,2013-01-20 12:45:29,147.0,47,1
898,2013-06-16 21:45:38,141.0,33,1
899,2013-01-09 15:41:15,154.0,30,1
900,2013-05-14 08:47:24,150.0,32,1
901,2013-03-25 08:54:17,133.0,14,0
902,2013-01-21 12:32:00,122.0,40,1
903,2013-03-22 12:13:50,131.0,22,1
904,2013-04-13 08:13:10,71.0,8,0
905,2013-02-12 17:51:52,204.0,37,1
906,2013-02-20 20:39:00,153.0,58,1
907,2013-02-11 00:18:49,112.0,46,1
908,2012-11-12 09:53:42,55.01,7,0
909,2013-06-18 08:24:28,108.0,164,1
910,2013-04-18 07:16:46,81.0,5,0
911,2013-05-23 21:48:20,64.0,27,0
912,2013-01-09 18:49:48,124.0,85,1
913,2013-06-22 02:03:19,134.0,1,0
914,2013-05-18 08:38:35,131.0,90,1
915,2013-03-20 19:05:13,241.0,16,1
916,2012-12-27 11:04:38,100.0,1,1
917,2013-04-02 16:31:03,404.0,18,1
918,2013-04-20 10:06:24,211.0,5,1
919,2013-06-13 20:55:39,131.0,78,1
920,2012-12-19 16:44:03,39.0,0,0
921,2012-11-18 08:12:57,46.0,0,0
922,2013-01-03 05:13:00,68.0,55,0
923,2013-04-06 14:56:07,143.0,40,1
924,2013-04-14 10:55:42,138.0,32,1
925,2012-11-13 22:15:55,101.0,67,1
926,2013-01-05 12:33:50,70.0,1,0
927,2013-01-20 12:36:11,74.0,56,0
928,2013-05-17 09:28:33,231.0,1,1
929,2012-12-11 18:38:51,87.0,3,1
930,2013-03-07 12:18:55,139.0,26,0
931,2013-04-25 21:19:38,50.0,4,0
932,2013-04-07 20:59:07,5584.0,13,0
933,2013-03-20 09:45:53,120.0,10,1
934,2013-03-31 19:38:41,84.0,95,0
935,2013-05-01 18:41:45,60.0,26,0
936,2013-01-15 09:11:52,120.0,23,1
937,2013-06-19 20:32:51,172.0,16,1
938,2012-11-15 09:04:00,144.0,217,0
939,2013-02-18 17:39:55,62.0,41,0
940,2013-06-01 11:25:32,104.0,26,1
941,2012-11-21 17:41:40,40.0,26,0
942,2013-04-24 17:38:08,164.0,23,0
943,2013-01-27 11:29:10,119.0,88,1
944,2012-11-28 22:19:49,44.0,7,0
945,2012-12-17 07:38:50,115.0,88,1
946,2013-06-21 22:23:06,51.17,10,0
947,2013-03-06 20:19:03,190.0,3,1
948,2012-11-14 17:59:10,62.0,29,0
949,2013-04-17 15:57:23,56.0,90,0
950,2013-04-17 23:06:09,125.0,51,1
951,2013-01-08 11:59:58,70.0,3,1
952,2013-03-19 06:00:23,87.0,8,0
953,2013-06-04 16:17:15,61.0,12,0
954,2013-05-06 11:46:34,146.0,61,1
955,2013-01-13 09:35:58,44.0,0,0
956,2012-12-13 12:17:17,66.0,22,1
957,2013-05-08 17:03:08,218.0,17,1
958,2013-02-13 23:28:10,110.0,43,1
959,2013-04-15 20:53:19,155.0,17,1
960,2012-11-14 14:25:41,66.0,0,0
961,2013-01-30 10:14:22,146.0,2,1
962,2013-03-20 20:26:23,102.0,240,1
963,2013-04-01 20:22:45,101.0,57,0
964,2012-12-30 18:58:47,73.0,5,1
965,2012-12-24 09:46:57,87.0,18,1
966,2013-06-20 10:52:37,144.0,0,1
967,2013-01-20 20:49:46,99.0,6,1
968,2013-01-16 13:20:58,49.0,6,0
969,2013-05-19 19:14:12,130.0,40,1
970,2013-01-01 22:24:12,70.0,4,1
971,2013-01-25 19:15:09,145.0,91,1
972,2013-03-04 15:11:39,138.0,25,1
973,2013-03-18 15:44:56,156.0,59,1
974,2013-04-27 15:00:49,218.0,21,1
975,2012-11-06 15:26:14,64.0,49,0
976,2013-03-18 21:53:43,185.0,32,1
977,2013-06-12 20:13:46,146.0,146,0
978,2013-03-06 07:58:47,96.0,28,0
979,2013-04-23 23:42:54,86.0,5,0
980,2013-05-22 12:21:54,108.0,24,1
981,2013-06-12 16:48:28,196.0,17,1
982,2012-11-28 15:58:44,83.0,86,1
983,2013-06-10 19:19:04,112.0,23,0
984,2013-04-25 09:19:18,99.0,92,0
985,2013-02-21 10:35:20,133.0,49,1
986,2013-02-25 18:38:06,139.0,19,1
987,2013-01-20 11:38:50,61.0,0,0
988,2012-11-05 19:55:05,80.0,7,0
989,2013-04-10 10:25:00,140.0,143,1
990,2013-05-20 19:38:53,75.0,93,0
991,2013-04-27 22:39:23,218.0,7,1
992,2013-06-04 08:30:54,68.0,5,0
993,2012-11-29 11:24:40,143.0,8,1
994,2013-03-18 11:25:55,103.28,11,1
995,2012-11-28 19:39:59,80.0,16,1
996,2013-04-24 08:20:33,146.0,16,1
997,2013-06-04 09:48:33,149.0,10,1
998,2013-01-13 16:59:01,80.0,3,0
999,2013-01-09 10:36:39,96.0,71,1
1000,2013-03-21 07:26:10,112.0,0,1
1001,2013-02-18 07:44:06,69.0,8,0
1002,2012-11-10 12:48:50,101.0,3,0
1003,2013-01-28 08:56:37,97.0,17,1
1004,2013-02-25 19:08:07,98.0,109,1
1005,2013-06-06 19:47:36,71.0,10,0
1006,2013-04-26 11:02:14,76.0,68,0
1007,2013-06-02 19:54:35,49.0,1,0
1008,2013-03-05 22:18:39,186.0,4,1
1009,2013-02-27 10:07:36,111.0,10,1
1010,2013-05-06 01:15:44,119.0,53,1
1011,2013-03-26 09:21:56,169.0,12,0
1012,2013-05-16 10:20:21,76.0,28,1
1013,2012-11-27 20:20:19,74.0,2,0
1014,2013-06-12 07:32:01,219.0,92,1
1015,2013-01-01 12:01:26,58.0,1,0
1016,2012-11-13 12:08:10,70.0,16,1
1017,2013-01-09 13:29:16,72.82,45,1
1018,2013-04-07 11:39:37,116.0,185,0
1019,2013-02-13 12:20:38,102.0,43,1
1020,2013-04-15 17:19:57,181.0,32,1
1021,2013-03-03 20:39:48,101.0,15,0
1022,2013-02-24 22:19:45,174.0,68,1
1023,2013-03-18 21:52:07,108.0,57,0
1024,2012-11-07 19:09:03,106.0,7,0
1025,2013-05-22 15:14:40,189.0,9,1
1026,2012-11-06 12:29:32,61.0,0,0
1027,2012-11-03 16:20:49,59.29,1,0
1028,2013-02-10 00:09:31,100.0,10,0
1029,2013-02-12 23:26:09,49.0,1,0
1030,2013-02-08 18:37:04,81.0,6,1
1031,2013-04-21 16:17:16,86.0,48,1
1032,2013-04-27 13:45:15,165.0,10,0
1033,2013-05-23 08:23:40,142.0,15,1
1034,2013-06-14 19:27:43,114.0,76,1
1035,2013-02-07 19:13:23,166.0,134,1
1036,2013-06-04 23:47:37,112.0,3,1
1037,2013-04-03 22:49:25,180.0,4,0
1038,2013-03-24 18:13:53,70.0,1,0
1039,2013-05-08 09:58:32,151.0,142,1
1040,2013-06-11 20:24:24,110.0,58,1
1041,2013-03-27 16:45:59,71.0,21,0
1042,2013-03-10 09:44:14,80.0,43,0
1043,2013-05-09 11:52:27,143.0,64,1
1044,2012-11-09 07:36:14,76.0,66,0
1045,2013-05-27 17:38:12,104.0,21,0
1046,2013-05-06 21:04:39,80.0,16,0
1047,2012-12-27 16:05:40,194.0,2,1
1048,2013-06-03 19:25:10,139.0,53,1
1049,2013-06-07 11:55:54,121.0,141,1
1050,2013-05-06 15:05:00,195.0,18,1
1051,2013-02-14 20:33:35,186.0,34,0
1052,2013-03-09 18:06:25,100.0,8,0
1053,2013-01-22 09:50:25,75.0,2,1
1054,2013-03-01 08:11:46,67.0,108,0
1055,2013-01-08 17:58:51,52.0,54,0
1056,2013-02-27 19:43:16,85.0,105,0
1057,2013-03-26 20:43:56,125.0,16,1
1058,2013-01-07 21:18:44,44.0,17,1
1059,2012-12-30 15:53:45,49.0,3,0
1060,2013-05-19 21:19:11,209.0,6,1
1061,2013-03-21 14:34:44,172.0,22,1
1062,2013-03-04 06:54:07,193.0,11,1
1063,2013-06-01 18:01:39,51.0,4,0
1064,2013-05-18 18:51:44,76.0,17,0
1065,2013-03-17 20:55:05,96.0,64,0
1066,2013-02-14 12:14:43,173.0,2,1
1067,2013-02-15 07:24:22,71.0,13,1
1068,2013-01-30 21:40:44,139.0,3,1
1069,2013-04-04 11:42:53,66.0,67,0
1070,2013-04-22 11:41:54,73.0,57,0
1071,2013-02-18 21:45:24,216.0,47,1
1072,2013-04-09 20:36:53,70.0,14,0
1073,2013-05-23 15:47:57,125.0,147,1
1074,2012-11-01 09:04:18,114.0,56,1
1075,2013-01-08 14:56:44,245.0,0,0
1076,2013-03-05 13:40:42,120.0,7,0
1077,2013-01-08 06:38:46,60.0,27,0
1078,2013-01-10 17:49:02,66.0,2,1
1079,2013-03-31 05:51:05,129.0,180,1
1080,2013-05-24 09:47:26,62.0,4,0
1081,2013-06-07 14:34:37,154.0,64,1
1082,2013-02-11 06:05:58,49.0,1,0
1083,2013-04-03 21:12:59,208.0,23,1
1084,2013-02-04 11:54:59,103.0,139,0
1085,2013-01-10 07:09:11,48.0,11,0
1086,2013-06-12 11:39:25,84.0,12,0
1087,2013-06-24 14:21:16,53.0,7,0
1088,2013-04-16 10:23:11,125.0,46,1
1089,2013-06-25 20:23:01,215.0,3,1
1090,2012-12-30 14:44:59,220.0,0,0
1091,2013-01-01 20:17:48,49.0,1,0
1092,2013-03-04 14:51:33,146.0,83,0
1093,2012-11-08 06:58:01,128.0,1,0
1094,2013-05-29 23:21:28,137.0,29,1
1095,2013-03-07 10:50:11,154.0,42,1
1096,2013-05-09 20:35:21,96.0,13,0
1097,2012-12-29 18:47:29,96.0,51,0
1098,2013-01-05 21:23:40,52.0,17,0
1099,2012-12-25 08:02:21,131.0,38,1
1100,2013-04-15 08:49:48,74.0,82,1
1101,2012-11-16 21:34:59,148.0,55,1
1102,2013-06-26 08:46:52,196.0,8,1
1103,2012-12-27 14:02:36,66.0,31,0
1104,2012-12-14 08:38:03,55.0,149,0
1105,2013-02-18 15:12:48,101.0,27,0
1106,2013-01-23 13:33:45,56.0,0,0
1107,2013-01-21 09:40:21,75.0,32,0
1108,2013-03-19 08:13:26,117.0,31,0
1109,2013-02-04 14:10:23,65.0,50,0
1110,2012-11-23 13:58:00,96.0,71,0
1111,2013-03-19 15:45:09,145.0,38,1
1112,2013-05-12 20:53:09,113.0,36,0
1113,2013-01-19 08:54:37,114.0,0,1
1114,2013-03-05 17:54:26,193.0,10,1
1115,2013-05-21 14:28:08,126.0,3,1
1116,2013-03-07 13:05:22,123.0,51,1
1117,2013-01-27 22:32:16,165.0,19,1
1118,2012-12-28 11:59:42,105.0,9,0
1119,2012-11-28 00:24:17,40.0,36,1
1120,2013-04-21 07:52:16,115.0,39,1
1121,2013-04-30 19:56:25,60.0,82,0
1122,2012-11-10 22:02:02,115.0,6,1
1123,2012-12-10 11:03:02,43.0,2,0
1124,2013-01-05 12:22:41,70.0,6,1
1125,2012-12-24 13:28:14,99.0,0,0
1126,2013-02-22 19:43:13,128.0,1,1
1127,2013-01-16 12:54:03,120.0,23,1
1128,2013-03-21 21:51:07,112.0,9,1
1129,2013-04-18 21:42:57,118.0,85,1
1130,2013-03-05 00:09:09,230.0,17,1
1131,2012-11-28 09:57:01,80.0,16,1
1132,2013-04-10 16:31:52,60.0,82,0
1133,2013-06-17 22:00:33,81.0,8,0
1134,2012-11-15 19:13:06,136.0,1,1
1135,2013-06-11 14:44:52,79.0,6,0
1136,2013-04-09 19:56:31,168.0,25,1
1137,2013-02-12 06:40:37,89.0,87,1
1138,2013-06-16 19:57:18,114.0,55,1
1139,2013-03-23 14:02:13,115.0,69,1
1140,2013-01-25 17:10:47,73.0,4,0
1141,2012-12-18 18:03:38,62.0,17,1
1142,2013-04-29 18:45:39,68.0,41,0
1143,2013-04-19 21:29:00,75.0,5,0
1144,2013-02-25 20:33:01,131.0,5,1
1145,2013-01-06 10:21:14,141.0,110,1
1146,2012-12-23 13:02:15,66.0,2,0
1147,2012-12-19 07:23:10,207.0,10,1
1148,2012-11-12 17:07:10,46.0,9,0
1149,2013-02-20 09:04:01,150.0,28,0
1150,2013-05-04 20:23:52,140.0,16,0
1151,2013-01-25 10:56:16,122.0,35,1
1152,2012-12-05 09:40:32,141.0,3,1
1153,2013-03-15 15:29:06,188.0,42,1
1154,2012-12-30 06:46:22,60.0,31,0
1155,2013-01-09 14:49:47,107.0,29,1
1156,2012-11-18 19:49:31,80.0,4,1
1157,2013-02-05 19:53:47,160.0,10,1
1158,2013-03-14 13:56:25,66.0,18,0
1159,2012-12-25 13:50:42,75.0,23,1
1160,2013-03-11 01:54:18,123.0,2,0
1161,2013-01-23 18:58:16,109.0,2,1
1162,2013-05-23 17:27:47,188.0,1,1
1163,2013-05-30 20:19:20,51.0,5,0
1164,2013-04-05 20:59:40,135.0,7,1
1165,2013-01-14 16:42:40,113.0,31,1
1166,2012-12-26 23:44:54,61.0,8,1
1167,2013-01-20 22:28:02,85.0,84,0
1168,2013-02-12 18:20:11,102.0,10,1
1169,2013-03-18 14:10:21,105.0,16,0
1170,2013-06-15 13:27:00,324.0,14,1
1171,2013-02-27 09:19:06,142.0,20,0
1172,2012-12-22 13:45:41,75.0,1,0
1173,2012-12-21 18:57:39,62.0,45,0
1174,2013-06-22 21:18:56,119.0,85,0
1175,2013-04-29 16:18:31,60.0,1,0
1176,2013-03-18 18:44:35,183.0,2,0
1177,2012-12-09 20:34:38,48.0,11,1
1178,2013-04-14 12:50:41,154.0,67,0
1179,2013-01-30 16:49:26,58.0,26,0
1180,2013-06-02 23:01:31,149.0,33,1
1181,2012-12-15 19:49:26,122.0,96,1
1182,2013-06-12 20:11:34,209.0,3,1
1183,2013-04-30 12:24:46,188.0,3,1
1184,2012-12-14 11:42:17,54.0,20,1
1185,2012-11-06 16:30:21,43.0,19,0
1186,2013-03-11 20:55:33,132.0,12,1
1187,2013-03-06 09:10:36,136.0,34,0
1188,2012-12-26 16:56:19,66.0,1,1
1189,2013-06-19 16:30:21,148.0,107,1
1190,2013-02-23 19:06:25,62.0,30,0
1191,2013-03-14 12:24:55,118.0,0,1
1192,2012-12-20 08:31:10,251.0,17,0
1193,2013-02-11 07:28:24,143.0,25,1
1194,2013-05-28 17:41:12,127.0,10,1
1195,2013-03-08 09:57:23,136.0,4,0
1196,2013-04-11 22:39:29,150.0,50,1
1197,2013-01-23 19:36:00,52.0,7,0
1198,2013-06-02 23:19:37,146.0,55,1
1199,2013-02-13 09:15:13,97.0,9,1
1200,2013-04-03 20:43:04,205.0,3,1
1201,2013-01-08 20:50:40,47.0,5,0
1202,2013-01-23 21:18:16,129.0,16,1
1203,2013-04-26 08:30:03,114.0,169,0
